tenure_months,monthly_charge,support_tickets,contract,autopay,reference_id,churned
21,44.9899,1,2,1,0.4181,0
32,68.0419,4,1,0,0.2925,1
20,82.4376,4,0,1,-0.119,1
50,60.0221,2,2,1,-0.1164,0
43,48.0595,2,1,0,2.3416,1
39,97.8238,2,1,1,-0.17,0
21,55.6987,0,0,0,0.9006,1
36,56.5726,2,1,1,1.3331,1
29,119.3377,1,1,0,0.0942,1
6,129.1924,0,0,0,0.1057,1
57,68.9851,3,0,1,-0.4482,1
29,80.3997,0,0,1,-0.4453,1
29,70.3477,0,1,0,0.8754,0
6,69.2667,2,0,0,0.0729,1
1,92.6613,2,1,0,0.5662,1
65,116.6955,0,1,1,-1.0624,0
29,109.2569,1,0,1,-0.6429,1
11,41.2582,0,0,1,1.013,0
1,35.6549,1,1,1,-0.3681,1
34,62.8456,2,2,0,0.3761,0
47,85.9225,0,2,1,0.6312,0
10,71.6861,0,2,1,0.1047,0
32,76.4249,1,0,0,-1.3605,1
6,106.8161,2,0,1,-1.4581,1
42,64.0723,0,0,1,0.1833,1
47,33.8319,1,2,0,0.4237,0
70,59.8397,0,0,1,1.5043,0
66,52.0962,1,0,1,-0.6239,0
52,71.3518,0,1,0,1.0789,0
25,87.5375,0,1,1,1.7171,0
69,81.1472,2,1,1,0.1128,0
67,85.1552,1,0,0,0.4507,1
0,56.4114,2,2,1,-0.3939,0
33,60.578,0,1,0,-0.0669,1
16,87.2734,0,2,1,-0.5798,0
65,32.4548,1,1,1,0.3401,0
31,79.9322,1,0,1,0.4237,0
27,125.5217,1,1,0,-0.8171,1
2,104.1085,0,0,0,0.3696,1
65,46.9248,2,2,1,-0.534,0
41,16.288,0,2,0,2.2865,0
66,81.4847,0,1,0,0.2912,0
49,92.0046,2,2,0,-0.7259,0
65,111.5922,3,0,0,-1.2946,1
67,74.7272,0,2,0,-0.4459,0
39,116.557,3,2,1,-0.1205,0
3,62.5824,1,1,0,-1.055,1
15,56.9775,3,2,0,-1.1095,1
56,62.5108,0,1,0,-1.0572,1
51,30.9657,1,1,1,0.1023,0
27,31.0684,0,0,0,-0.6813,1
43,87.5428,2,0,0,0.5972,0
2,89.9971,1,2,1,-0.4326,1
3,57.6157,1,1,0,0.3997,1
6,36.9339,0,2,1,0.0387,1
26,54.6979,1,2,0,-1.2465,0
24,92.6569,1,0,0,0.4145,1
59,42.8641,1,1,0,-0.6259,0
29,19.7375,2,0,0,0.8609,1
9,90.4576,0,1,0,2.2132,1
46,95.0993,1,0,0,0.9013,1
70,89.7182,1,2,0,-0.1059,0
19,91.5669,2,1,0,0.8911,1
0,86.5834,0,0,0,-0.0686,1
5,56.5677,1,2,0,1.0563,0
32,87.3514,1,2,0,0.1211,1
67,43.1831,0,1,0,0.3238,0
50,82.6958,0,1,1,-1.0607,1
36,15,3,2,0,0.5549,0
42,15,3,1,0,1.2866,0
9,101.1499,2,0,0,-1.8016,1
55,77.1319,2,2,0,0.3671,0
52,70.9184,1,0,1,1.0754,0
23,107.8116,1,0,0,1.3081,1
51,66.0102,1,1,0,-0.4894,0
2,89.9471,1,2,0,-1.2409,1
57,63.1439,1,0,1,0.1221,1
59,33.7142,2,2,1,-0.068,0
18,31.0235,1,2,0,-0.5596,0
62,75.4585,1,2,0,-1.9471,0
59,82.7702,1,1,0,0.7051,1
22,67.6035,0,2,0,0.4586,0
70,88.9455,1,0,0,0.7725,0
8,74.8101,2,1,1,-0.2674,1
41,53.6926,1,2,1,1.7631,1
8,61.8642,0,1,0,-0.2831,1
70,114.8397,1,2,1,-2.4883,0
15,112.6106,0,1,1,0.1066,1
63,96.3935,3,2,0,1.5517,0
22,109.6605,1,0,1,-0.1116,1
43,124.62,1,0,1,-2.1173,1
16,70.505,0,1,1,0.2635,1
47,34.3313,2,1,1,0.6678,0
43,80.1923,1,0,0,-0.1313,1
15,53.433,0,1,0,-0.6387,1
52,51.4608,2,2,0,0.6519,0
21,112.7207,1,2,0,-0.417,1
34,69.9938,1,0,1,0.4371,1
8,54.0638,0,2,0,0.2166,0
62,55.083,2,1,1,-1.5234,1
45,50.2915,1,0,0,0.0336,1
3,51.2767,1,0,0,0.4541,1
37,79.3295,2,0,1,-0.9211,0
16,106.4444,1,1,1,-1.1276,1
58,26.4176,0,0,0,-0.6844,0
62,39.6176,3,0,0,1.5031,1
58,67.6568,0,0,0,-0.6584,1
37,92.6247,1,2,1,-0.2049,0
13,16.7574,1,0,0,1.2233,1
2,55.9566,0,1,0,-1.3494,0
57,68.5217,2,1,0,-1.3984,1
58,37.6952,1,2,1,-1.3579,0
57,61.4534,0,1,0,-0.8082,1
47,52.3397,3,1,1,0.4503,1
28,60.3147,0,1,0,0.2852,1
71,58.5798,0,1,1,-0.8641,0
59,80.9907,1,0,0,-0.3756,0
16,50.9071,2,2,0,1.3062,0
59,55.2279,1,1,0,-1.6782,0
61,88.6215,0,2,1,0.4057,0
4,83.8234,0,1,0,-1.8924,1
55,70.8228,1,2,1,1.4652,0
45,85.3528,2,0,0,-0.2232,0
20,40.3395,1,2,1,0.4577,0
67,47.1196,1,2,1,0.8068,0
12,38.1459,0,0,0,-0.3152,1
49,24.7324,4,0,0,1.24,0
14,67.5522,3,2,1,-0.1233,0
68,47.9142,3,2,0,-2.8844,0
39,25.8913,2,1,1,0.6876,0
43,74.3418,1,2,1,-0.589,0
43,79.9796,2,2,1,1.3461,0
61,79.3269,1,0,0,-0.3311,0
19,94.8625,1,0,1,0.0363,1
28,64.5303,0,2,1,0.7016,0
5,69.9968,1,0,1,-0.1324,1
46,45.2754,1,2,0,-0.5792,0
51,34.7369,2,0,1,0.6935,0
9,111.7828,0,2,1,0.4842,1
40,86.5584,3,1,1,0.6784,1
1,76.5273,0,2,0,-0.5934,1
16,68.1699,2,2,0,-0.6845,1
16,43.2661,1,1,0,-1.0067,1
22,29.9111,1,2,0,1.0362,1
22,103.4916,2,1,0,-0.585,0
36,85.2397,1,1,1,0.3561,1
64,83.7427,1,0,0,-0.0738,1
66,87.4007,1,0,0,0.0736,0
6,97.5382,1,2,1,0.2886,1
52,54.007,2,2,1,-1.5769,0
59,73.7533,2,2,1,0.2498,0
25,95.4748,1,1,1,0.075,0
54,15,0,1,1,-0.5947,0
64,104.932,1,1,0,-0.0053,0
50,108.7994,0,2,0,0.2775,0
37,116.2129,1,2,0,-0.3278,0
28,55.9131,4,0,1,-0.1613,1
40,58.6272,4,2,1,-0.9053,1
68,86.2132,0,0,0,1.1348,0
30,90.3381,4,0,1,0.308,1
66,138.9022,0,2,0,0.4843,0
54,49.4305,1,1,0,0.3968,0
41,74.0159,0,0,0,0.0499,1
31,30.4519,1,1,1,0.1755,0
35,96.813,0,2,1,0.455,0
47,103.4598,1,2,0,1.1753,0
1,76.586,1,0,0,-0.2128,1
22,55.8922,1,2,0,-1.1831,0
36,70.2553,1,1,1,1.709,1
65,104.1825,0,0,0,-1.3282,1
35,67.3653,0,1,0,0.5011,0
45,121.5541,0,1,1,-0.7876,0
5,80.6384,1,0,1,-0.3954,0
26,60.1406,1,1,0,-0.9889,0
36,51.288,1,0,1,-1.1932,1
2,61.9552,1,0,0,1.261,1
9,15,0,0,0,-0.4065,1
63,73.9124,2,2,0,1.5734,0
33,81.07,1,0,1,-1.2552,1
29,15,4,0,1,0.41,1
39,53.251,1,0,1,-1.4858,1
6,81.5466,0,2,0,-0.3386,1
32,73.5543,0,2,1,-0.8454,0
48,55.0373,0,2,0,1.4738,0
46,101.1214,1,2,0,0.5509,0
7,60.2793,0,0,0,0.4144,1
13,80.4335,0,0,1,-0.7834,0
4,87.4332,1,1,1,-0.3821,0
38,69.0217,0,0,1,-0.782,0
16,83.5668,0,0,0,-0.3149,1
49,35.9468,0,1,0,1.2827,0
69,93.3047,1,0,0,0.5967,0
50,77.8036,2,2,1,-0.4374,0
9,43.5043,3,0,1,-1.7481,0
3,64.8886,6,2,1,0.9228,1
50,54.0337,1,2,0,-1.0768,0
26,58.9867,1,2,0,-0.8987,0
51,39.1921,2,2,0,0.2422,0
48,75.2121,1,2,1,-1.0851,0
2,74.0309,3,2,0,0.0233,1
67,82.9974,1,2,1,-0.2562,0
8,24.427,1,1,0,-1.7551,1
64,69.3271,2,1,0,0.835,0
60,68.0791,3,2,0,-0.2024,0
6,33.0553,1,0,0,1.3949,1
66,19.9342,2,1,0,1.3373,0
29,104.7735,5,0,1,-1.8677,1
41,90.0367,0,0,1,-1.3005,1
12,40.1936,0,2,1,-1.5431,0
32,79.9927,0,1,0,-0.0898,1
64,29.6519,1,1,1,-0.8916,0
63,64.7894,0,0,1,0.043,0
15,102.1588,0,0,1,0.6984,1
71,15,2,1,1,1.5197,0
5,66.8899,0,2,1,0.8145,1
65,47.2033,1,1,0,-0.3137,0
13,85.2064,1,1,1,-0.8545,0
47,15,0,0,1,-0.3418,1
61,48.1908,1,0,0,0.0452,1
36,44.5769,1,2,0,1.2995,0
30,79.1108,2,1,0,-1.2256,1
58,116.9885,0,2,0,-0.5142,0
63,20.1225,1,0,0,-0.2279,1
67,60.4299,3,2,0,-0.8619,0
67,90.2015,2,1,1,-0.3392,0
67,60.5265,0,0,0,0.2314,0
17,73.177,1,2,1,-1.0134,0
4,82.8933,0,2,0,-1.5351,1
23,33.4442,3,1,0,0.3368,0
69,45.2329,1,2,0,0.4523,0
44,103.1588,2,2,0,-1.1156,1
8,19.1289,4,1,1,0.5373,0
18,87.2404,3,1,0,-0.7384,1
5,53.38,1,2,0,1.2018,1
60,98.3616,1,0,1,0.3218,1
12,71.025,3,0,0,0.4449,1
61,73.1262,0,1,1,0.6729,0
71,64.2484,0,0,1,-1.172,0
46,101.6451,0,1,1,0.5679,1
70,33.8814,3,2,1,0.0356,0
14,77.7106,0,2,0,-0.9495,0
17,79.3331,2,2,0,1.1133,1
46,66.6182,1,1,0,1.1441,0
33,57.9724,1,2,1,-0.233,0
20,64.9356,1,1,0,-0.9899,1
34,55.7994,1,1,0,-0.4115,0
62,100.29,2,0,1,1.7222,1
38,71.944,2,2,0,-1.8753,1
42,46.8551,0,0,1,0.0935,1
25,66.4535,1,1,1,0.9746,0
49,94.8521,2,1,0,-0.938,0
0,39.8907,2,2,1,0.0831,1
8,15,0,0,1,-0.5985,1
41,37.2197,1,2,0,-0.5015,0
5,82.2992,1,1,1,-0.0186,1
57,15,0,1,0,-0.4382,0
20,78.4454,2,0,1,-0.6197,0
67,21.9256,5,0,0,-0.212,0
63,55.2144,1,2,1,1.2892,0
69,64.9895,0,0,1,-0.6867,0
65,86.0407,1,1,1,-0.7458,0
62,52.5592,0,2,0,-0.1105,0
39,29.7529,0,0,1,0.2577,1
47,53.1808,0,0,0,0.6498,0
68,59.5468,2,0,0,0.0372,1
44,83.2222,4,2,0,-0.331,0
9,42.5246,3,2,0,0.169,1
49,75.7483,1,1,0,-0.3315,0
39,50.1695,2,1,0,-1.0312,1
10,32.2835,3,0,1,-1.2197,1
18,77.8385,1,0,1,-0.4323,1
47,76.2423,0,1,1,0.6082,0
28,51.7229,1,0,1,-0.5938,0
65,69.2112,0,2,1,0.1752,0
48,71.1299,0,1,0,0.3495,1
1,52.4032,3,1,0,1.6323,1
13,74.6212,1,1,1,2.1506,1
6,72.3853,0,1,1,-1.3386,1
55,63.2405,0,0,0,0.3611,1
19,51.3953,1,1,0,-1.9237,0
10,59.7274,1,1,1,0.8023,1
44,78.7321,2,2,1,-0.3757,0
31,54.0468,0,1,1,0.3206,0
27,45.0774,2,1,1,0.2626,0
31,100.7973,1,2,0,-1.0811,0
61,34.4537,1,0,0,-0.2837,0
16,51.1419,2,2,0,-1.54,0
60,96.2352,1,0,0,-0.3076,0
47,96.8743,0,2,1,-0.903,0
33,85.5916,0,1,0,-0.9588,0
15,55.8634,0,1,0,0.6698,1
64,113.5841,1,2,0,-1.3242,0
26,83.9637,1,1,1,-1.8066,0
10,51.2299,0,0,1,-1.7936,1
9,96.3055,3,0,1,-1.3324,1
21,87.3778,2,1,1,0.1873,1
36,140.5366,0,2,1,-2.2263,0
60,66.1081,2,1,0,-1.7613,0
44,111.9558,3,1,0,-0.031,1
56,72.6004,2,1,1,-1.9141,0
41,70.8285,2,1,1,-2.155,0
7,120.7358,1,0,1,-0.1165,1
7,47.3457,3,1,1,2.1401,1
16,88.4647,3,1,1,-1.5133,1
45,29.6633,1,0,0,0.0897,0
6,120.8209,0,2,0,0.8982,0
21,67.3163,3,0,0,1.3966,1
36,44.6765,2,0,0,0.1277,1
17,15.0614,5,1,0,0.86,1
53,83.7407,3,1,0,0.8166,1
53,32.0725,3,1,0,0.0787,0
33,72.1822,1,0,0,-0.1457,1
36,77.7455,2,0,0,-0.5051,0
54,103.0343,1,0,1,-0.7751,1
17,65.3198,4,1,1,0.7966,1
54,75.8594,0,0,1,0.0554,0
38,41.4355,1,0,0,-1.2589,0
61,61.4516,1,2,0,-0.9919,0
14,31.7075,1,1,1,-0.1653,1
26,98.6542,1,2,0,0.5521,0
18,82.5179,0,0,0,0.4586,1
44,99.7732,2,0,0,0.0501,1
43,51.2715,0,1,1,-0.7838,1
0,78.9776,0,2,0,-0.5583,1
35,15,1,0,1,-0.3616,0
18,83.2199,2,1,0,0.1371,1
49,34.4393,3,2,1,0.07,0
9,63.7896,0,1,1,0.0564,0
34,82.4772,3,0,1,0.9946,1
50,87.345,2,1,1,-0.1341,1
61,113.6668,1,0,0,-1.5424,1
71,55.1805,3,0,0,-0.0448,1
31,55.26,0,2,0,1.4976,1
1,36.9594,0,2,0,-1.1825,0
2,107.0219,1,0,1,-0.4343,0
49,43.3557,0,0,0,0.609,0
12,63.1995,2,2,1,0.1762,0
28,74.1092,1,0,0,0.4426,1
44,37.0203,2,0,1,-0.0694,1
21,88.2855,0,1,1,-1.0511,1
10,77.8562,1,2,1,-2.1629,1
46,108.6965,2,0,0,-1.2441,1
66,67.6373,0,1,1,1.7049,0
6,73.853,2,1,1,-0.9073,0
55,66.3223,1,1,0,1.4093,1
13,50.5407,1,2,1,1.1136,0
49,54.2456,0,1,0,0.1395,0
17,34.44,2,1,1,0.452,0
5,46.5132,1,2,0,-0.9769,1
68,36.4642,1,1,1,0.3391,0
54,92.5764,2,0,0,-1.1267,1
49,56.8829,0,0,0,2.1891,1
68,83.5842,3,2,1,-2.0676,0
14,80.0425,1,2,1,-0.58,0
19,96.1262,1,0,0,-0.4292,0
0,76.8524,0,2,0,0.491,0
50,62.2245,2,1,0,-1.3377,0
10,75.9578,1,2,0,-0.9899,1
20,15,1,0,1,0.0862,1
8,16.3658,1,1,1,-0.1949,0
24,78.9866,2,1,0,0.4584,1
26,76.8278,0,0,1,-0.4587,0
2,52.1906,1,0,1,-0.6206,1
15,49.4739,2,0,0,-0.0098,1
26,79.6268,1,2,1,-0.0918,0
52,49.0001,1,1,0,-0.7608,1
46,66.5727,2,2,0,0.0219,0
61,88.8302,2,1,0,0.2612,1
18,91.7511,0,2,1,-1.3575,0
11,92.4121,2,0,0,1.2652,1
70,59.7201,1,0,0,0.0745,0
31,42.4415,1,2,1,-0.868,0
33,88.402,6,1,1,-0.6346,1
38,62.0132,2,1,0,0.3816,0
38,67.5411,3,1,1,-0.7288,1
58,61.2634,0,0,0,-1.2305,1
43,61.1974,0,2,0,1.9056,1
22,44.4417,0,0,1,1.431,1
46,59.0898,1,0,1,1.3508,0
3,61.5558,2,1,1,-0.5624,1
62,127.1499,0,1,0,-1.1685,0
2,57.0685,3,0,0,1.7344,1
5,69.3321,0,2,1,-0.1043,0
15,69.8877,0,0,0,-1.2436,0
53,66.0563,1,0,1,1.1933,0
2,71.559,2,2,1,0.319,1
20,79.005,0,1,0,-1.1244,1
35,40.4747,0,1,1,0.3529,0
70,48.2347,3,0,1,-0.1711,0
70,50.7569,2,2,1,0.8184,0
59,39.9014,0,0,1,0.9545,0
11,108.4853,1,1,0,-0.1482,1
12,47.5075,0,0,1,0.8309,1
19,86.1407,3,2,1,0.2662,1
68,62.6279,1,2,1,-1.1749,0
59,113.9415,0,0,0,0.3099,1
13,80.4304,5,2,0,-0.8948,1
7,20.3227,2,0,1,0.4183,1
26,66.5004,1,1,0,-0.0523,0
63,93.0978,0,0,0,-1.6171,1
39,59.581,0,2,0,0.9242,0
39,90.3704,1,0,1,0.7933,1
37,91.504,0,2,0,1.2854,0
30,62.824,1,1,0,-0.296,1
54,69.872,0,0,0,0.1408,0
5,42.7165,3,1,0,0.0108,1
6,44.9676,2,1,1,0.2473,1
71,70.3666,2,0,1,0.1859,0
22,69.7298,1,2,0,1.5544,1
61,109.4996,2,1,1,0.2601,0
35,29.327,3,1,0,-2.0233,1
23,97.5837,3,2,1,-1.7348,0
52,100.2251,0,2,1,0.9094,0
61,135.2882,1,0,0,0.9479,0
23,70.0237,1,1,0,0.5319,0
71,79.6902,3,0,1,-1.1319,1
11,27.0528,2,0,0,0.6495,1
15,111.34,1,1,0,0.6695,1
13,86.9322,3,1,0,0.5351,1
51,87.7582,2,2,0,-0.8211,0
49,76.1472,2,1,0,-0.5044,0
27,88.6778,0,2,0,0.4965,0
41,46.4487,2,0,1,1.3515,0
26,72.1391,0,2,0,0.048,0
61,35.4541,1,0,0,-2.403,1
53,64.4072,0,0,1,0.0338,0
5,54.5225,1,1,1,1.7704,1
17,68.7188,1,1,1,-0.263,0
25,26.4844,1,1,0,0.1056,1
8,80.5097,0,1,0,0.4447,1
47,52.4744,0,0,1,1.0803,0
60,68.5865,0,0,1,-0.8746,0
49,49.9465,2,0,0,-1.2958,1
64,48.9237,3,2,0,-0.1156,0
50,66.8498,0,0,1,-1.4762,0
46,54.2057,1,1,0,0.9609,1
14,97.3873,0,2,0,-0.5419,0
30,63.5095,0,2,0,2.1059,0
28,41.849,1,0,0,1.9107,0
66,80.4666,0,0,1,0.5134,0
37,64.1216,2,1,1,-0.138,1
26,51.3954,1,0,0,-0.2545,1
21,46.6179,3,2,0,-0.689,1
33,97.3065,1,0,0,-0.5613,1
53,64.8942,0,2,1,-1.0996,0
58,40.3959,0,1,0,-0.5339,0
9,97.8859,2,1,1,-1.379,1
17,77.186,2,0,0,3.0001,1
46,92.8408,0,0,1,0.3634,1
4,62.8414,3,2,1,-0.4818,0
53,69.7658,0,0,0,-1.6727,1
14,96.5162,1,0,0,0.328,1
30,60.1516,3,2,0,-1.0214,0
69,50.6924,1,1,1,0.2148,0
60,76.2929,3,1,0,1.6628,0
66,16.6285,0,0,1,1.8608,0
68,78.8894,2,1,1,-0.9872,0
27,72.7238,1,1,1,0.9792,0
7,26.8288,2,1,0,-0.0436,1
54,84.9475,2,1,0,-1.0669,1
24,91.1113,0,1,0,0.8323,1
28,62.2611,2,1,1,0.1437,0
6,80.1827,2,0,0,-0.712,1
4,37.3406,0,0,0,-0.1231,1
70,89.395,0,1,1,1.7756,0
17,94.0914,0,0,0,-0.2903,1
40,27.6983,1,0,1,1.2584,1
24,82.2318,0,1,0,0.7261,1
40,69.7786,1,1,1,-0.3685,0
8,67.0822,0,2,0,-0.7713,0
33,73.6722,1,2,1,-0.6335,0
63,72.5286,2,2,1,0.7195,0
47,79.367,0,1,0,0.5191,0
6,101.0084,3,2,0,2.1346,1
43,53.8996,0,1,0,1.0633,0
43,89.234,0,0,1,-1.1515,0
11,118.9432,1,1,0,0.5208,1
17,102.5534,1,2,1,-0.3553,0
55,99.0705,2,1,0,0.6161,1
66,67.5147,2,0,1,1.6209,1
33,90.0241,0,1,1,-0.1422,1
44,119.83,2,1,1,1.2752,1
23,46.0564,2,1,0,-0.8349,1
4,62.8132,1,1,0,0.6473,1
22,44.15,0,0,0,0.4995,1
28,79.7332,2,0,1,-0.0168,1
29,86.1001,0,0,1,-0.9719,0
33,44.1187,1,1,1,1.5044,0
7,90.2118,1,0,0,-0.0896,1
9,88.8752,1,1,1,-0.6118,0
53,75.4935,1,2,0,-0.6816,0
63,60.6811,1,2,1,-0.5134,0
64,100.2897,2,2,0,0.6318,0
6,74.5419,0,2,1,0.6585,0
36,87.9551,2,1,0,-0.5813,1
56,50.2569,1,2,0,0.1128,0
61,89.859,1,1,1,-0.8661,0
36,72.8219,2,1,0,-0.4192,0
4,16.7347,2,0,1,-0.007,1
26,96.6574,1,2,0,-0.5014,0
16,87.0226,0,0,1,0.95,1
54,60.9721,0,0,1,-0.4717,0
35,21.7755,0,0,0,1.7644,1
30,115.3667,1,1,0,0.7517,1
17,29.0451,1,2,1,-0.5358,0
22,62.6327,2,1,0,-0.0084,1
49,50.567,1,2,1,-0.2162,0
12,100.0731,0,1,1,0.4859,1
9,101.2263,0,0,1,0.0706,1
30,87.0837,0,1,1,1.4857,0
56,51.8884,3,2,1,0.3162,0
43,15.717,1,0,0,-0.8874,0
19,92.4186,2,1,0,-0.1754,1
27,79.5821,3,0,0,0.0965,1
28,87.2088,1,2,0,0.6262,1
34,29.2423,0,1,1,-0.9469,0
67,41.6004,2,2,1,-0.1695,0
23,88.511,1,0,0,0.5411,1
53,34.2592,2,1,1,-0.5045,0
61,64.7638,4,1,1,-1.5254,0
63,60.8675,0,1,1,-0.6125,0
53,126.3666,1,0,0,-0.841,1
55,47.1326,2,2,1,-1.2752,0
17,93.8895,1,2,1,-1.6396,0
45,81.5551,1,1,0,0.3177,1
38,119.531,0,0,0,0.7326,1
16,47.6017,2,1,0,-0.3249,1
26,116.2607,0,2,0,1.222,0
50,83.1487,1,2,1,-1.9778,0
8,46.5122,4,2,1,0.3986,0
7,63.6441,0,0,1,1.1612,1
69,142.4391,2,2,0,3.4148,0
53,29.3795,0,0,1,0.0266,0
10,67.9081,0,1,1,-0.6398,1
48,92.2437,1,1,0,0.5636,0
49,95.253,0,0,0,0.9245,1
33,121.6863,0,0,0,-0.4978,1
15,94.6887,0,0,0,0.7056,0
55,74.3792,0,0,1,0.448,1
23,65.7241,2,1,1,-0.093,0
37,48.4765,1,1,1,-0.0505,1
68,81.3916,0,0,0,1.1,0
16,139.623,1,0,1,0.899,1
62,67.189,1,1,0,-0.4318,0
23,65.5937,1,1,1,0.5664,1
34,15,0,0,1,-1.1897,0
18,60.7141,0,1,1,-1.8257,1
38,68.0324,2,0,1,0.0786,0
69,107.658,2,2,0,0.6422,1
27,40.6313,1,2,1,-0.397,0
52,30.8245,2,0,1,-0.0027,1
67,65.5626,1,0,0,0.7244,1
5,62.3541,0,2,0,-1.0621,0
10,31.9037,4,0,0,1.0367,1
22,60.2858,0,0,0,-0.2228,1
43,74.513,2,0,1,-0.3381,1
13,102.6378,1,1,1,-1.1424,1
4,30.5702,0,1,0,1.4191,1
1,62.348,0,0,0,1.9935,1
2,68.2832,1,2,1,-0.1793,1
22,56.256,1,1,0,0.8406,1
2,53.0978,1,2,0,0.6548,1
16,58.7421,0,0,0,0.3585,1
66,53.1988,0,1,1,-1.9451,0
33,53.0366,0,1,0,2.1701,0
57,61.0158,0,0,0,1.3826,0
3,65.22,0,0,0,-0.7349,1
71,75.0067,2,2,0,-0.4064,0
28,81.1118,3,0,0,0.2427,1
44,60.6429,1,2,1,0.4354,0
11,45.2312,1,1,1,-1.0762,0
38,66.2042,0,1,1,-0.5667,0
13,61.509,1,0,0,-0.0522,1
5,80.8523,0,1,0,0.7504,1
22,84.6363,2,1,1,0.899,0
30,86.2821,2,0,0,0.2122,1
70,38.1342,2,2,0,-0.4722,0
54,101.4851,1,2,1,0.8866,0
39,72.0216,1,2,0,0.3165,0
36,60.4902,1,1,0,1.8259,1
54,68.5653,0,1,1,0.5041,0
60,76.8101,0,1,1,0.7073,0
56,58.9856,1,0,1,0.283,0
59,33.5747,0,0,0,1.5643,0
68,39.0129,0,1,0,0.7079,0
61,53.9028,0,0,1,-0.2183,0
50,111.1229,2,0,0,-0.2832,1
44,51.2921,0,0,1,-0.0483,0
70,17.0392,2,1,1,-1.9904,0
21,82.1139,2,2,1,-0.2547,0
24,106.7848,1,1,0,-0.4218,1
42,86.2098,1,2,0,1.3946,0
64,73.6197,2,2,0,0.619,0
14,89.7118,1,1,0,1.9853,1
2,137.4572,2,1,1,0.6622,1
5,47.8119,2,1,1,-1.4856,1
61,45.721,0,2,0,0.9579,0
41,47.6797,2,1,0,0.5044,0
50,40.2488,0,0,1,1.5273,1
56,47.9043,3,2,0,-0.1359,1
61,71.9003,1,1,0,0.7152,0
13,50.6939,3,2,1,0.1067,1
7,135.8472,0,1,0,0.8771,1
68,59.7887,0,2,1,1.0241,0
40,94.781,2,2,0,1.1263,0
54,121.0926,2,2,1,-0.1701,0
7,109.2833,1,2,1,-0.6013,1
6,49.4911,0,0,0,-0.44,1
50,112.7647,0,1,0,-0.9561,1
27,67.1763,1,2,0,0.5743,0
71,100.1002,0,1,0,-1.7213,0
70,45.284,2,2,1,0.5045,0
62,47.1457,1,2,1,0.9491,0
68,87.6645,0,1,1,-0.5563,0
54,23.519,4,0,1,-1.2121,1
59,36.3149,0,2,0,-0.9832,0
41,76.5696,0,0,0,-2.8038,0
6,103.6572,1,2,0,-0.9597,1
7,67.171,0,0,1,-0.0166,1
31,67.5018,2,1,1,-1.5251,1
70,68.2243,1,2,0,-1.0919,0
56,67.7846,0,2,0,-0.7854,0
22,116.0007,3,0,0,1.9659,1
28,44.6952,1,1,1,1.6315,1
34,81.8657,0,0,0,-0.1699,1
56,84.7126,2,1,1,-0.6695,0
5,61.5994,0,2,0,-0.614,0
10,65.1874,0,0,0,-1.1686,1
4,72.784,0,0,0,1.6922,1
70,65.1738,0,1,1,0.4852,0
1,81.077,1,0,0,1.6647,1
1,55.8368,0,0,0,-0.1299,1
13,63.4558,0,0,0,2.6377,1
14,71.6137,1,1,0,-0.9471,0
7,77.7559,0,2,1,-0.0209,0
8,65.0404,0,2,1,0.4633,0
64,117.4316,1,1,0,-0.7878,0
1,71.5409,1,0,1,0.5202,1
27,70.3546,0,2,0,0.9387,0
25,71.9658,1,0,0,-0.2392,1
51,76.8584,0,2,0,-0.0865,0
69,62.5484,1,2,0,0.6964,0
11,15,1,0,1,-0.0294,1
54,68.09,1,1,0,-0.3595,0
55,67.6108,2,1,1,-0.1057,0
55,58.8083,0,1,1,0.0784,0
69,72.8408,1,2,0,-0.651,1
27,64.2543,1,1,0,1.292,1
48,72.3215,0,1,1,-0.6676,0
23,42.6962,2,2,1,0.8831,0
59,66.3057,1,0,1,-0.2181,0
0,53.6154,1,2,1,0.1352,1
27,65.9475,1,2,0,-0.2044,1
53,87.2974,1,0,0,0.0673,1
6,70.5445,2,2,0,1.0681,1
63,119.3006,1,0,1,-0.0381,1
6,53.0042,0,0,1,-1.4536,1
16,89.1328,1,0,0,-0.909,1
45,78.5786,1,2,1,0.7464,0
71,37.6177,0,2,0,-0.3734,0
49,73.6836,2,2,1,0.5645,0
14,90.8842,2,0,0,0.6232,1
40,97.9257,1,2,1,-0.6347,0
56,103.184,0,0,0,-0.1445,1
10,88.3193,1,0,1,0.1317,1
9,78.8402,1,2,1,-0.9798,1
38,64.1853,1,2,1,1.0411,0
3,59.2533,4,0,1,0.1424,1
29,85.9232,0,2,0,0.4066,1
21,66.8152,5,2,0,1.2289,1
32,51.8877,0,1,0,-0.6446,1
13,34.958,3,1,1,1.168,0
68,123.0998,2,1,0,0.4594,0
37,101.3534,1,2,1,0.4356,0
12,73.5602,1,2,0,0.7444,1
69,15,0,1,1,-0.0893,0
43,55.5725,2,0,0,0.1049,1
10,59.1279,2,2,1,-2.0596,1
11,86.5111,1,2,1,1.2958,0
35,65.7345,0,1,1,0.5627,1
55,77.9902,1,2,1,1.3134,0
59,51.7899,1,2,0,0.3239,0
16,58.5165,1,2,1,-0.064,0
5,42.5059,1,1,0,-0.8051,1
27,72.6721,1,1,1,0.134,0
64,63.4173,1,0,0,1.2885,1
70,50.5363,2,2,1,1.8395,0
42,65.3592,3,1,0,1.223,0
34,67.6799,0,0,0,1.7735,1
