rooms,area_m2,age_years,km_to_centre,quality,reference_id,price
4,25,24,1.9647,2,-0.2163,11181.2071
3,131.4471,22,1.3992,1,-1.5336,5843.2687
4,87.2782,2,2.6151,3,0.481,18228.0582
1,107.2842,51,2.1644,4,0.2044,12564.5426
5,80.1071,11,12.429,2,-0.8569,13423.4941
1,78.6968,55,3.7038,1,0.8799,299.0388
3,126.6272,38,21.368,5,0.5752,14649.3684
4,56.7665,77,4.3251,4,-0.9771,11002.6347
5,82.481,51,4.6731,4,0.1361,15904.7283
3,60.0342,57,12.5687,1,1.5537,-1910.9177
3,78.8853,72,13.0259,1,-0.2444,-2223.1563
4,110.4445,49,1.4646,2,0.3944,8161.9585
6,77.7071,55,3.7275,1,-1.0641,8804.955
2,111.8879,1,6.3287,5,0.2866,23244.8841
1,82.5223,13,2.0702,2,0.7951,7635.6141
3,134.35,66,4.6157,5,-0.5574,20903.5615
4,51.5526,21,3.3806,2,0.1142,7568.107
2,75.4321,1,22.9315,3,-0.1373,6505.1148
3,151.8201,42,3.5619,1,-0.7434,7283.7841
2,68.67,24,13.2349,1,0.8672,1100.2381
4,94.4728,30,5.8436,3,0.4547,14807.7421
4,54.4053,41,1.4822,1,0.1458,2580.6647
2,147.1255,3,2.6574,3,0.3191,14171.1893
6,87.9436,52,6.7117,3,-0.7967,15808.3994
5,67.0443,56,2.175,2,0.8655,11665.4193
2,95.33,52,1.6247,3,0.8683,5065.5832
3,65.0286,57,1.5022,2,-1.3776,4519.9385
4,113.7654,46,9.232,5,-1.0001,19563.8051
2,63.6289,9,1.2193,1,-0.7722,5731.3993
5,82.2648,37,4.008,5,0.7512,22560.6664
1,110.1171,63,14.0551,3,-0.6078,-1590.652
3,106.3211,2,4.1484,4,0.1299,21981.6592
3,80.8256,19,4.6535,3,1.2048,9940.181
6,113.2321,37,6.297,4,-0.3159,24314.3285
2,118.3899,20,25.0165,4,-0.8053,8213.4772
3,158.5611,72,8.6977,2,-0.8987,4688.071
5,104.412,27,17.159,4,-2.4572,17783.7557
3,67.4941,41,9.9235,2,-0.3034,2000.7712
2,59.5574,47,2.7965,4,-0.9093,12188.9703
2,102.2548,26,2.9052,4,0.4231,16768.3662
6,84.6021,3,4.1414,4,1.8578,24515.6538
4,41.4621,2,6.2507,1,0.1729,5792.1538
3,119.2763,24,1.1808,3,-0.5597,12520.6643
5,32.0518,52,12.2267,1,-0.6882,-523.0245
6,59.2517,26,18.5333,3,-0.4411,13681.8684
4,82.3381,47,1.6978,5,-1.9894,19062.3137
1,160.7506,34,2.1642,4,-0.6518,20646.5619
4,90.9499,11,34.5515,2,0.5674,2634.41
6,65.3816,43,12.1858,3,-0.4565,11884.48
3,113.2927,72,1.9802,2,-0.5633,7726.3741
5,46.4414,2,5.2925,2,1.0464,12262.7235
2,110.2546,62,7.088,4,-0.0375,12504.1344
1,54.8548,15,6.4605,1,1.9477,-1095.618
2,78.5495,28,4.842,4,0.7312,14266.5253
3,87.8556,54,7.7117,1,3.6991,-408.9074
2,66.0959,43,1.7338,1,-0.1213,808.3774
6,124.7077,71,9.7909,1,1.2348,7423.5651
5,60.5575,63,5.1308,1,-0.999,5505.4936
5,48.2487,2,30.9605,1,-0.866,915.5737
4,62.0943,39,2.4475,2,0.7898,8181.9201
1,152.3499,36,10.0047,4,-0.4303,15027.0271
1,140.6111,42,4.8677,4,0.823,16849.6187
2,90.2849,37,3.0098,2,-2.5886,3448.4981
1,73.6083,7,4.7778,5,1.8228,16784.4141
4,69.8979,28,1.201,2,1.2799,11278.5292
4,116.5312,44,4.8002,3,-0.0805,11154.8394
3,109.8534,46,0.735,3,-0.1923,10558.984
4,58.232,0,1.8807,1,0.7847,10054.9927
3,98.7902,20,4.05,5,0.715,23018.61
3,99.2539,10,2.9345,3,-0.5373,15119.8004
5,143.3534,65,16.5407,2,1.2071,7977.6292
2,102.3036,44,0.7309,5,-0.2571,19080.0576
1,110.1851,70,0.2,5,0.311,15181.5671
6,119.1244,67,3.3041,2,1.0123,13868.0922
2,61.0055,61,19.4054,2,0.844,-2706.1298
2,122.3136,14,6.9922,1,1.0366,5631.1577
2,80.7105,17,6.8169,4,0.0608,16442.177
4,120.438,70,11.6556,2,0.0972,2843.4137
3,31.8795,66,15.5344,5,-1.113,4445.9298
4,56.6637,75,9.2276,3,-0.6446,3202.9827
5,135.4259,17,26.3711,4,-0.1699,19710.6532
5,146.5984,2,18.5321,2,0.7438,11600.4728
4,68.4081,61,4.6864,2,0.651,1848.0514
5,25,30,5.0965,2,1.4041,9064.8444
3,81.8335,53,0.2,5,-0.9519,20150.0312
4,99.2575,46,5.8497,1,-2.0682,4215.2894
2,125.2749,59,3.1167,3,1.8584,9839.2644
1,108.5112,37,6.6926,5,0.6051,14638.1924
2,46.1825,3,6.6837,4,-0.1398,12316.5538
2,102.1611,43,6.5434,2,0.5755,5743.8673
3,148.2521,6,1.4982,2,-0.7545,13345.0005
1,66.2369,67,3.5243,5,0.216,9652.8825
2,113.8903,53,3.6707,1,-0.4002,301.4143
2,67.4368,10,1.6849,5,-0.9183,20263.6099
3,94.3081,69,4.3918,5,0.21,16814.408
5,99.5015,63,14.1125,4,0.1949,16021.9784
2,113.7463,0,1.9647,3,-0.7805,13964.5196
4,92.2066,31,1.509,2,0.7761,10642.8835
4,128.0685,56,1.8841,5,-1.6103,22915.5721
4,116.5343,29,1.1595,5,1.4359,26959.3201
2,53.1629,74,6.6551,3,0.5696,2684.6895
1,71.7563,22,9.6418,5,-0.9465,12728.5359
6,91.054,71,3.705,4,0.0045,16223.9497
3,81.7802,46,21.1009,2,0.5177,-719.2372
1,68.2066,45,35.8624,3,-0.4909,-7649.6583
2,63.7968,48,13.6887,1,0.9544,-3551.09
5,138.1818,29,12.9933,3,-0.7339,14509.3042
5,25,70,0.2211,2,-0.3331,7025.0752
5,168.0984,49,37.6258,3,2.3283,4859.7938
6,79.778,45,7.9947,4,-0.2243,20415.5611
3,96.9527,39,5.7083,5,-0.5494,19047.3459
4,169.9522,57,4.0695,4,-0.4134,19891.6422
6,129.5174,56,9.6471,3,0.4666,12738.895
2,130.0407,55,0.2,1,0.3693,2946.2259
1,81.6139,11,6.6587,5,-0.6253,18504.2997
4,105.1897,20,3.4932,4,-0.1074,23517.679
4,68.2316,22,2.5365,2,1.2491,10392.9073
5,116.5139,51,20.345,1,-0.915,903.9324
2,83.6011,26,6.6765,4,1.9486,16276.8709
1,78.1357,71,17.6754,3,1.6603,-3595.5001
6,135.1832,76,8.7793,5,-0.0438,26228.4813
1,156.8402,26,8.8267,4,0.9189,18246.469
4,86.3831,51,14.3648,1,0.4751,-1010.9052
3,117.6657,46,2.2282,2,-0.2972,8513.3428
5,31.2146,35,10.3712,4,-0.5672,15096.8691
5,78.2884,66,2.8969,2,0.3566,7091.5367
3,58.7471,45,5.6321,5,0.0093,15468.0949
5,108.75,10,11.5273,1,0.361,10917.3639
1,102.758,32,2.4235,3,-0.2304,8718.4221
1,142.7664,26,22.4307,4,0.8238,11198.6995
1,85.8103,8,1.3717,5,-1.2816,17455.7997
1,118.644,35,6.5605,4,-0.2729,15994.8838
5,90.9315,50,2.7438,3,0.4251,13217.3097
3,74.4172,71,7.5762,1,0.1228,-1899.6975
5,39.8933,70,4.6732,5,-0.0942,13493.7881
4,82.2518,41,6.0693,5,-1.0842,19758.3212
1,75.7929,51,10.7532,4,-0.2039,7648.5706
2,139.0298,16,0.9005,5,-1.4287,24444.449
2,126.6411,57,8.0441,2,-0.7079,4478.6603
5,83.4759,10,2.3927,2,0.2226,15383.0739
6,83.173,45,5.1459,5,0.7297,25187.6426
4,112.7424,21,4.4669,5,0.5182,22613.3511
4,64.174,79,19.6468,3,-0.6709,-758.9934
2,63.97,38,0.3237,3,1.2916,11097.048
3,59.0559,64,26.1107,1,0.2726,-11177.8867
4,71.7271,20,1.4886,5,-0.3885,25012.9604
5,85.0848,77,2.2339,5,0.4455,21435.7972
4,48.9066,1,10.5931,4,0.2064,16491.2293
2,103.4258,7,25.3167,1,0.5388,-1631.0008
1,143.3086,2,5.9797,4,1.1439,19507.2721
3,102.7848,76,14.1025,5,1.6761,11164.8295
2,74.0566,2,0.909,1,-1.1301,9984.7204
2,108.6433,41,5.145,2,0.089,5089.9191
3,73.584,12,10.1848,5,-1.1879,17745.9333
3,73.1421,58,13.3443,2,-0.8562,-675.9117
5,87.9521,9,12.3314,2,-1.0131,13201.0991
2,116.2301,48,7.9263,3,0.0552,6553.399
5,94.8656,64,9.2122,5,-0.0954,18959.6046
5,73.4024,48,5.476,3,-1.0588,12193.9922
2,186.4025,46,1.7193,2,0.6884,9293.203
5,50.0473,51,5.1575,3,-0.2475,9159.0269
3,73.7264,65,1.3187,5,-0.9687,14797.6677
5,25,54,1.8003,4,0.4606,12540.7012
5,98.267,13,8.4386,2,-0.0967,12161.7813
1,89.518,12,16.7069,2,0.5477,1015.2469
3,91.7497,73,2.0508,5,0.3575,12566.7295
2,74.489,44,0.7625,2,-0.8788,4564.946
3,118.1726,66,13.0875,5,-0.3413,15058.63
4,73.2519,50,1.0567,4,0.0827,15765.9929
5,104.3566,59,5.3825,5,-1.5031,21443.3956
3,90.696,23,0.702,5,-0.492,23740.6
1,121.0146,61,11.6564,3,0.5688,572.9736
1,75.7142,0,7.1605,2,-1.2048,7512.0587
3,88.9884,30,4.2064,2,-0.9163,8566.1628
6,53.8027,74,3.1821,4,-1.1957,16667.6162
1,83.01,7,17.9108,2,-0.9964,1927.3536
4,33.6176,77,2.0469,2,-0.124,4211.1244
4,63.8998,50,3.271,5,1.621,17923.3705
5,135.5464,27,5.0516,2,2.1749,13794.6306
6,121.0049,32,12.2329,1,-0.2391,8987.9219
3,118.0876,3,23.7101,2,2.445,3661.1782
4,107.5822,6,6.3552,5,-0.2675,26516.4672
3,84.5401,60,22.5324,1,0.1607,-5022.5854
6,61.3181,10,2.9808,4,-0.0242,25797.6379
4,130.0272,44,0.5178,3,-0.1189,16649.7677
2,110.237,63,1.6248,4,0.6323,13337.9284
4,124.7866,51,7.6674,3,1.1817,12305.6203
6,112.154,0,7.4881,1,0.9616,14503.064
4,93.5527,79,15.5705,2,-0.1617,378.0205
4,101.9835,43,3.6694,5,-0.0599,19846.049
2,65.7722,8,1.5286,2,-0.2517,8258.8106
2,98.8887,42,15.7504,4,-0.3417,8845.2367
5,121.2,71,7.5433,4,0.5583,15855.6532
3,97.9328,20,0.6553,5,1.3941,21708.1569
4,98.5383,22,5.602,3,0.87,13306.1892
6,49.9702,24,7.5793,1,0.022,10762.885
3,69.1263,57,4.3646,5,-0.2775,12368.9057
3,81.7157,59,10.1898,3,0.6519,2262.0113
3,42.7319,67,4.6641,1,-0.7136,-2891.8021
3,134.0463,24,2.127,2,0.9475,11320.2315
6,100.6186,74,0.5406,1,1.1356,10423.2746
6,110.2627,73,6.9795,5,-0.5854,22730.0202
2,79.1597,26,9.4051,1,1.0758,685.915
5,98.4242,7,3.6071,1,0.2656,12888.3832
1,131.9468,66,0.7916,2,-0.1084,3907.8169
1,110.6137,63,11.4915,5,0.1498,12891.32
3,181.4441,14,4.247,2,-1.0849,14500.5592
2,121.5591,15,26.1693,3,0.119,4251.3034
2,101.7741,7,18.0239,2,-2.1103,4172.738
3,57.1747,64,5.3225,3,-0.6996,5922.9631
1,54.4772,32,11.2772,3,-1.8875,2043.1058
2,123.1396,73,34.8878,4,1.5227,1010.3297
3,83.0606,4,11.565,3,1.3628,11062.6527
6,107.8418,8,2.9972,4,2.2383,29509.0763
4,78.6092,43,0.2,1,-1.4189,4822.9542
2,104.4468,58,6.8846,4,1.3962,12423.7792
5,147.9054,45,9.1297,4,0.8686,20652.1991
5,42.9634,63,4.0197,1,-0.3439,3479.4466
3,88.4182,35,5.0853,2,-0.2681,7947.0144
1,77.9638,38,2.6369,1,-0.7191,-446.8246
6,37.5323,20,16.4262,4,0.8411,16308.6352
3,109.2823,36,9.4624,1,0.8538,3685.1212
5,102.173,22,8.3259,5,-0.6336,26815.9775
4,114.1798,75,17.3575,1,-1.2005,-1448.21
5,128.1433,42,4.9194,2,1.2508,12460.4185
2,106.6179,4,1.7219,1,1.9969,5372.0549
4,123.7283,27,3.8424,3,-0.426,15725.7606
5,116.5751,1,5.3963,5,0.2542,31788.094
5,83.7923,30,5.5316,3,0.624,9937.6721
3,93.1453,54,19.7596,4,2.2836,7518.7417
2,42.9594,17,3.1771,2,0.0856,5689.8081
2,156.9581,42,5.4909,3,0.3968,7956.7816
5,104.8425,35,23.3421,3,0.034,11254.1095
1,28.7856,32,27.9868,1,1.0982,-9435.0637
6,124.746,35,4.8501,2,0.5437,16962.4863
2,48.7723,55,1.4722,4,-0.1238,9692.2115
2,102.9591,6,1.1855,5,-0.1062,20141.8341
5,82.826,49,9.5532,3,-2.7175,11727.8561
6,108.3264,31,19.489,5,0.6288,19471.9732
6,107.6877,12,1.0925,4,0.391,27865.1862
3,81.8673,36,7.4096,4,-2.3939,14523.3805
3,88.9527,75,0.9151,5,0.6176,12738.7374
2,96.6271,29,13.0752,3,-0.417,6203.0148
4,90.8299,58,0.219,1,0.5548,5887.0592
1,104.4759,20,3.3399,2,0.3384,6029.3507
6,105.6234,48,4.1445,2,0.7845,13220.7601
1,100.1359,9,0.2,5,0.3529,20724.7992
2,72.4664,77,2.2254,1,-0.5427,-692.5541
6,157.7388,9,3.2744,1,1.5493,19463.9188
4,44.1412,60,9.1281,5,0.7593,14066.3048
3,110.9868,3,7.7211,2,-0.1969,12425.9126
5,39.3331,0,1.33,3,-0.9386,16506.0028
4,116.1333,43,3.4506,4,-0.1103,19723.041
3,83.4478,22,3.1454,5,-1.3426,20637.8557
4,80.0103,78,30.7961,2,0.8821,-4721.1878
3,71.4606,20,0.869,1,0.6732,6828.2995
4,139.1636,54,3.471,1,-1.4361,7336.8758
3,81.9668,10,3.6509,4,0.0066,18594.4699
5,74.1518,13,21.7703,5,0.3159,18007.5451
5,55.4818,53,5.046,5,2.3384,16059.4127
5,82.4677,17,7.6936,2,-0.5245,13570.1769
4,118.5577,46,2.9028,3,0.0978,9901.8726
3,94.6057,21,2.5888,5,-0.502,19765.4651
4,96.7694,55,6.3404,1,-1.0518,4627.8549
1,53.5964,17,1.6439,2,-1.2369,6881.8003
1,57.908,20,5.4604,5,1.2253,13987.5523
1,153.8695,5,12.811,5,0.3557,19388.7159
3,40.1402,0,8.0147,5,-0.613,16427.9316
2,91.4472,55,1.0481,5,-0.4459,14739.0924
2,75.9263,68,0.8072,5,1.3017,14640.3166
2,63.6512,19,0.8732,2,-0.827,9666.9771
4,82.8446,49,5.1038,3,-1.5176,11348.2309
1,93.999,61,3.6418,1,1.2854,-3536.4244
1,39.1096,70,3.6181,3,-1.3746,-1442.6368
4,104.593,14,5.7649,5,-0.7939,22620.8864
6,130.1286,50,4.4298,1,-1.4896,12826.7049
2,96.6663,21,0.5692,4,-2.1104,18727.2667
3,120.6197,51,6.6206,2,-0.434,7314.3526
5,98.3141,3,5.7411,4,0.9861,22995.1853
5,91.0384,10,8.9541,2,-0.2579,15192.2574
2,135.7079,11,1.5278,1,-0.5892,8347.4313
6,146.1328,45,3.3222,4,-0.177,26582.2456
4,30.6953,64,12.8077,4,-0.3396,7438.3043
2,55.9972,61,9.4997,1,0.0279,-2006.4451
5,175.3434,28,7.6582,3,-0.2784,19092.2183
1,71.2784,47,1.586,4,-0.809,10783.2004
2,25,11,10.8648,2,1.0612,2803.0263
4,103.4556,12,8.6532,3,-0.3351,12632.2101
2,86.6179,77,5.357,1,-0.233,544.9322
2,75.7869,67,6.6029,2,-0.037,1069.2917
4,103.9151,24,7.8395,1,-0.9778,7621.6702
6,89.3358,54,2.3113,2,-0.539,13932.3018
5,25,4,5.3747,2,0.1166,12453.9891
5,25,56,1.9848,2,-0.4878,9061.07
5,67.1233,69,2.6854,5,0.245,16858.4762
5,42.5559,19,10.0388,3,0.1656,12278.8491
5,44.9422,51,10.63,3,-0.375,8025.3549
2,66.5551,2,8.479,1,-0.1967,7149.7089
4,113.3145,56,6.4372,5,-1.0019,19748.6504
5,64.6939,36,1.321,4,-1.4536,20378.8762
4,113.2976,50,1.4154,4,-0.951,21187.5185
1,122.1559,23,1.1983,1,2.4573,4502.9477
4,121.02,11,3.1346,1,-1.7574,11495.242
3,85.2707,10,29.8622,4,-0.8012,9669.5419
3,58.716,33,13.4666,3,-1.4723,8882.7794
6,70.8655,49,4.2121,1,-1.523,9221.4647
2,84.085,34,0.8216,5,0.3392,18522.6836
3,127.5728,27,13.5224,1,0.8648,6669.6478
1,112.4405,49,2.5902,1,0.94,1784.0314
6,32.9754,7,8.8603,5,-0.0577,21589.6542
5,83.6639,75,0.2,1,-1.4893,5294.7776
4,58.2672,53,4.786,4,-1.0826,12487.0744
6,62.8038,64,2.5,3,-0.2932,13609.0496
2,91.2943,66,0.4796,4,-2.0233,12657.9504
3,25,52,6.3441,3,-1.7614,4988.6937
6,125.448,21,6.7662,5,-0.9449,30830.2058
4,53.2572,65,5.4854,1,0.6187,2236.3042
6,91.7185,61,4.6576,3,1.7683,14136.9386
6,81.4731,22,1.1348,4,0.855,23731.0893
6,103.7283,46,0.402,2,-0.6573,17871.2683
3,116.0633,55,10.7334,3,-0.1055,7349.2333
4,74.7062,52,18.3163,2,0.8869,1083.6209
2,61.3373,7,25.244,1,-1.3702,-2143.0721
3,93.811,75,3.4583,3,0.3855,9328.7494
5,67.8979,44,6.8495,4,-0.3362,17219.3093
2,95.6622,67,3.6746,4,0.2586,12833.1809
3,147.9324,1,12.9666,4,-1.8793,20287.849
6,83.6571,23,4.0992,1,-0.4976,12809.1755
1,67.9565,6,1.9282,5,-0.2168,17542.8474
4,36.158,39,0.2,3,0.9916,12173.7083
1,115.9284,26,4.8013,5,1.527,19562.0286
3,134.216,21,7.0151,3,-1.4153,15707.3679
5,73.1201,67,8.7611,1,1.3364,3988.9445
1,83.426,51,3.2021,4,0.6019,12296.9634
6,142.9649,55,4.5081,2,-0.5736,14974.8249
1,78.5107,41,0.8262,1,-0.0807,1652.2196
3,43.537,70,12.3624,2,0.3437,706.9913
6,128.3865,70,2.5401,4,1.0998,22221.5797
4,77.9377,5,1.9932,1,1.1574,10689.0213
3,97.7402,69,13.0928,2,1.5025,1338.5225
1,57.9648,61,13.0527,5,0.0079,8362.1779
1,74.5074,22,1.9075,5,-1.1414,17497.6718
3,90.3032,57,2.927,3,-0.0535,9729.2151
1,38.5162,43,5.1753,4,-0.0627,5701.8013
2,82.2463,54,1.243,1,-0.2912,2121.0901
3,123.5869,63,2.5749,5,1.3654,18470.9196
1,112.2384,28,6.7682,4,-0.8476,15067.3947
2,72.8466,6,8.9036,5,-1.2781,17070.1107
2,91.0554,41,5.6919,3,-0.4615,3353.4202
2,79.951,37,20.3145,1,1.7381,-4407.6479
2,101.9672,0,7.8949,1,1.4338,6819.3518
3,99.338,1,14.9992,5,-0.5042,19130.6061
6,44.5342,56,1.2448,4,0.4305,18338.8637
2,59.1697,66,15.5987,5,2.2613,5831.1534
6,25,15,7.9155,4,-0.0802,18686.9285
4,82.8866,24,22.5014,4,1.9386,10448.5603
6,146.0317,1,2.8903,3,1.8364,26238.3086
2,40.7812,20,0.2,3,-0.5465,9144.7005
2,99.487,52,9.8509,1,0.1711,6.8119
3,145.1879,66,6.776,3,-1.1085,7231.8048
6,75.2209,30,8.5884,2,0.9502,12527.7396
3,112.2686,54,23.0624,5,0.7616,12026.1378
2,58.3421,7,10.1694,5,0.52,16864.9165
4,125.5103,69,11.0089,4,1.2326,15862.5592
3,82.5711,58,2.6361,5,0.1549,15904.2674
6,102.4787,57,3.0696,4,-0.0423,22450.5312
5,127.8762,10,2.568,4,-0.4512,25838.5973
6,77.5819,38,4.071,1,-0.1092,8800.6367
5,82.6565,68,16.5551,5,-0.1969,14362.4833
1,55.8982,11,11.4589,2,-0.216,2637.8402
1,95.3258,27,3.2624,1,1.361,4053.6252
5,77.3261,61,8.5617,2,0.9677,3895.5268
3,127.4199,6,6.7088,2,-0.4489,10964.0984
4,100.0879,3,0.4687,3,-1.2415,17991.4683
3,82.6662,5,7.2883,4,1.0939,16951.1682
2,139.9187,52,1.0939,2,2.0907,8412.4916
4,141.813,16,0.46,1,-0.4026,14193.3138
4,25,50,3.7105,1,-0.9755,2695.8318
3,55.64,7,18.0979,3,0.3431,5410.6452
5,129.9425,26,0.2,4,0.2573,26419.0511
5,109.476,33,14.8573,2,-0.3485,8834.8755
6,95.1551,15,11.9673,3,0.2286,19681.2352
3,66.6917,62,0.8034,3,-0.137,8735.1381
5,71.8373,73,7.3602,2,-1.4831,6622.1051
3,121.0116,72,8.7558,2,-0.5059,4002.4233
1,78.8077,14,27.2048,2,-1.1534,1761.5407
1,25,4,3.7025,2,-1.6217,3509.6148
4,49.4565,73,23.4354,5,-0.9474,5391.3324
6,90.3992,40,0.2956,5,0.3686,26791.4013
1,87.2848,20,4.7713,4,-0.8371,17035.4461
2,112.0725,0,0.2,3,-0.4721,17191.4009
6,25,14,3.6742,4,0.7266,20839.4041
2,53.5592,20,4.9405,2,1.0884,3520.2989
6,62.3813,21,4.236,3,-0.2928,16895.6015
2,138.3605,53,1.9842,5,0.0102,19246.2292
3,98.2539,60,5.2953,1,-0.0122,3282.1476
3,62.168,60,5.7529,5,0.4876,14729.1027
6,41.3972,7,22.1044,2,0.5044,7832.4235
4,67.4433,26,22.423,3,-1.7448,5800.0687
1,95.7845,46,2.2556,1,0.6955,3278.3894
3,103.4914,37,4.12,4,-0.0772,19820.3761
2,41.2104,45,24.8873,1,-0.175,-11137.8758
5,106.951,41,6.2093,2,-1.897,11736.0355
1,67.981,4,4.7126,3,3.0869,7397.5994
3,96.0201,56,1.8296,3,-0.6654,7056.5806
1,94.0118,21,17.3896,4,0.6286,8223.8592
2,43.228,14,24.526,4,0.8571,6785.8584
1,25,44,3.1467,3,-0.6717,3375.0468
1,80.7722,44,10.806,4,1.1575,10984.9552
1,126.0326,52,1.7045,1,1.1926,401.2532
4,66.7288,68,0.7198,5,-1.5413,17516.1804
4,100.2136,66,0.4477,4,-0.7888,14736.1567
4,121.4976,47,7.8401,3,0.4732,10052.7232
6,182.8063,64,5.7728,5,-1.2999,29866.3825
4,76.1912,66,4.9068,5,1.2737,15872.0806
1,85.5936,77,21.8747,3,-0.5464,-5945.4788
4,120.2861,16,4.577,2,-1.0926,14763.9662
5,73.2065,45,14.923,3,3.1055,8890.5284
1,130.8901,47,4.8784,4,-0.0282,13434.5201
5,49.0448,47,18.5083,2,0.2074,4553.1599
3,92.0158,36,0.716,5,-0.2955,20559.2722
6,106.1389,56,0.2,2,0.7734,13273.7854
4,74.1622,41,10.8253,2,-1.1371,6654.8547
1,89.072,23,3.6262,1,0.2696,2830.5725
6,122.4659,37,1.5881,4,-0.3351,25013.9015
1,79.5903,1,0.4634,3,-1.2313,12883.108
1,45.4948,56,10.6407,3,0.7774,-1341.2318
5,132.4331,67,17.8567,1,1.4932,468.1272
2,97.395,39,7.4607,3,0.3776,7127.2307
2,134.2554,54,12.9973,4,-0.51,11403.7671
3,102.4727,20,4.3184,4,0.8827,19512.0851
4,116.9942,79,6.8634,4,0.5996,12533.8299
1,72.0426,23,12.5636,5,-0.8922,12806.5194
4,131.3428,29,2.8815,4,1.1023,23124.2957
4,100.2057,68,0.2,5,0.1634,18696.6137
6,75.9879,32,11.4973,3,-2.0408,12096.0188
4,54.2741,0,2.0612,3,0.9525,15666.5588
3,44.7995,62,5.9313,5,1.1783,12240.615
3,137.9108,32,12.8881,3,-0.1978,7700.1616
4,76.1515,38,20.5531,3,0.5832,5656.9173
5,80.668,5,0.2448,5,0.7605,29629.9089
2,106.2558,59,2.2574,2,-0.1239,4299.8258
3,73.0253,54,4.1456,4,2.3505,13025.2547
3,121.5519,77,27.3455,4,-1.0317,5144.6127
4,82.6888,54,0.8814,1,-1.0543,5644.0789
1,62.0963,22,27.0222,2,-0.1174,-4346.8146
1,88.2353,16,1.0026,3,-0.3058,10810.8084
3,91.3351,3,5.4851,2,-0.8778,10770.9677
1,115.6024,39,6.9749,1,-0.7972,1496.1942
1,128.7851,34,5.6433,2,1.3337,1961.3621
3,113.6951,53,6.1977,1,0.1042,3923.938
4,115.5723,13,4.0997,2,1.4264,15315.3657
3,73.2939,43,11.1475,2,0.1862,2889.7797
3,26.0162,60,4.9205,4,-0.6347,6711.8422
6,115.4097,34,14.6089,2,0.0284,11709.268
1,78.2176,20,7.4074,3,1.6121,8069.7451
3,114.7234,60,18.8055,4,-0.1193,10978.4744
3,163.9271,43,2.6167,3,0.3366,15694.4956
2,97.3122,49,9.1531,2,1.3485,4891.9217
6,87.2336,46,6.6102,4,-1.3859,21230.5214
5,85.7348,25,19.1201,3,-0.6237,7133.9073
5,146.2804,10,4.4653,3,-0.7043,20587.269
4,105.518,15,45,3,0.6063,-1797.3408
1,53.0939,46,3.0207,5,-0.6942,13616.6748
4,160.6418,73,3.0908,4,0.3751,19954.9631
1,147.2178,38,0.2,1,-0.6696,6329.9923
3,54.3237,35,4.7402,5,2.5676,17219.6495
2,92.8964,61,10.0209,2,-0.4403,-610.1193
6,110.6723,47,13.7647,5,-0.0667,21362.9626
1,117.9341,6,5.7495,5,-0.2877,22739.8163
3,124.4947,65,7.7723,1,-0.7336,-2469.871
4,62.0154,0,1.4171,1,-0.11,11332.7236
6,132.2782,67,1.8092,4,0.681,24141.3923
5,98.2026,10,8.1592,5,-1.1323,26474.3914
6,62.0691,17,3.9317,1,1.3159,14951.8558
5,99.0775,8,1.0939,1,0.0595,14488.3235
1,58.8092,59,0.9591,3,1.2841,5681.5354
6,41.109,42,19.4102,1,-1.6798,3759.7108
4,175.8234,11,1.8614,5,1.3432,32281.9753
6,87.4998,25,1.2359,3,-0.2798,19488.0565
1,167.1754,3,1.3168,2,-0.0817,13424.9186
4,121.1432,27,11.2671,1,-1.3722,5463.2646
4,127.5569,25,0.7343,1,-1.7827,8472.2503
6,147.5248,33,23.1299,5,-1.7813,25462.0828
2,25,24,1.2422,4,0.0118,13333.2318
4,165.0534,8,13.3525,1,-1.3619,7196.8833
2,76.548,4,3.1937,2,0.1502,10528.6788
5,137.0919,13,11.427,3,0.5028,18635.4374
6,120.8648,52,10.0812,4,1.2595,22539.3291
6,112.7393,61,2.4971,1,-0.3902,10291.4872
4,96.4742,12,1.1108,4,1.9578,24819.513
6,47.2243,72,21.6023,2,0.3714,3060.3875
1,105.3089,62,4.8286,4,-1.6814,11659.3863
1,62.3266,0,4.1895,2,0.6198,7493.1648
5,118.211,64,3.9324,1,-0.4585,8932.9579
3,60.2128,51,33.3012,2,0.6056,-8079.5697
1,142.5878,26,17.2852,1,-1.9697,1664.5881
3,130.6545,1,0.2,3,-0.1161,14468.911
1,107.8423,51,3.9356,3,0.0041,3179.4404
6,104.5566,54,18.7846,1,-0.6095,2659.1994
1,112.4164,26,5.3107,1,-0.7695,4133.7325
3,39.1151,16,1.4859,4,0.7116,17281.4577
2,138.8667,73,1.3324,3,0.8198,6854.5194
4,98.5381,51,4.92,3,-1.3108,9199.7849
2,75.8528,22,2.051,2,0.588,8624.5543
3,63.3615,65,2.1718,1,-0.4528,1102.2176
2,120.7825,77,29.2313,2,0.6354,-9408.8453
3,119.4758,35,21.2083,1,0.6246,-516.644
6,109.5872,61,0.5729,2,1.3228,10273.6872
1,34.6512,25,18.7493,3,-0.3965,473.084
2,147.6916,39,2.8935,1,0.8692,6204.6362
3,104.253,67,1.4122,1,-1.8656,3145.1992
4,130.6803,23,1.2804,3,-1.1116,19163.812
6,67.7688,2,3.6896,3,1.0992,21829.8985
5,123.0339,7,28.7778,5,-0.2152,20661.127
4,120.6853,78,6.4948,2,0.6378,5466.5235
6,133.8192,0,26.6046,4,-1.0719,23000.9056
